geo_value,signal,time_value,issue,lag,value,stderr,sample_size,geo_type,data_source
mt,confirmed_cumulative_num,2021-02-08,2021-02-10,2,95914.0,,,state,usa-facts
nc,confirmed_cumulative_num,2021-02-08,2021-02-10,2,799279.0,,,state,usa-facts
nd,confirmed_cumulative_num,2021-02-08,2021-02-10,2,98206.0,,,state,usa-facts
ne,confirmed_cumulative_num,2021-02-08,2021-02-10,2,192430.0,,,state,usa-facts
nh,confirmed_cumulative_num,2021-02-08,2021-02-10,2,68520.0,,,state,usa-facts
nj,confirmed_cumulative_num,2021-02-08,2021-02-10,2,724679.0,,,state,usa-facts
nm,confirmed_cumulative_num,2021-02-08,2021-02-10,2,177868.0,,,state,usa-facts
nv,confirmed_cumulative_num,2021-02-08,2021-02-10,2,279015.0,,,state,usa-facts
ny,confirmed_cumulative_num,2021-02-08,2021-02-10,2,1479220.0,,,state,usa-facts
oh,confirmed_cumulative_num,2021-02-08,2021-02-10,2,922143.0,,,state,usa-facts
ok,confirmed_cumulative_num,2021-02-08,2021-02-10,2,404994.0,,,state,usa-facts
or,confirmed_cumulative_num,2021-02-08,2021-02-10,2,147421.0,,,state,usa-facts
pa,confirmed_cumulative_num,2021-02-08,2021-02-10,2,870321.0,,,state,usa-facts
ri,confirmed_cumulative_num,2021-02-08,2021-02-10,2,110931.0,,,state,usa-facts
sc,confirmed_cumulative_num,2021-02-08,2021-02-10,2,468403.0,,,state,usa-facts
sd,confirmed_cumulative_num,2021-02-08,2021-02-11,3,109282.0,,,state,usa-facts
tn,confirmed_cumulative_num,2021-02-08,2021-02-11,3,745803.0,,,state,usa-facts
tx,confirmed_cumulative_num,2021-02-08,2021-02-13,5,2491077.0,,,state,usa-facts
ut,confirmed_cumulative_num,2021-02-08,2021-02-10,2,355137.0,,,state,usa-facts
va,confirmed_cumulative_num,2021-02-08,2021-02-10,2,530827.0,,,state,usa-facts
vt,confirmed_cumulative_num,2021-02-08,2021-02-10,2,13046.0,,,state,usa-facts
wa,confirmed_cumulative_num,2021-02-08,2021-02-10,2,323214.0,,,state,usa-facts
wi,confirmed_cumulative_num,2021-02-08,2021-02-10,2,601395.0,,,state,usa-facts
wv,confirmed_cumulative_num,2021-02-08,2021-02-11,3,125103.0,,,state,usa-facts
wy,confirmed_cumulative_num,2021-02-08,2021-02-10,2,52784.0,,,state,usa-facts
ak,confirmed_cumulative_num,2021-02-09,2021-02-27,18,53823.0,,,state,usa-facts
al,confirmed_cumulative_num,2021-02-09,2021-02-11,2,474678.0,,,state,usa-facts
ar,confirmed_cumulative_num,2021-02-09,2021-02-11,2,308849.0,,,state,usa-facts
az,confirmed_cumulative_num,2021-02-09,2021-02-11,2,787268.0,,,state,usa-facts
ca,confirmed_cumulative_num,2021-02-09,2021-02-11,2,3354591.0,,,state,usa-facts
co,confirmed_cumulative_num,2021-02-09,2021-02-11,2,407217.0,,,state,usa-facts
ct,confirmed_cumulative_num,2021-02-09,2021-02-11,2,264608.0,,,state,usa-facts
dc,confirmed_cumulative_num,2021-02-09,2021-02-11,2,38281.0,,,state,usa-facts
de,confirmed_cumulative_num,2021-02-09,2021-02-11,2,81210.0,,,state,usa-facts
fl,confirmed_cumulative_num,2021-02-09,2021-02-11,2,1790746.0,,,state,usa-facts
ga,confirmed_cumulative_num,2021-02-09,2021-02-11,2,778049.0,,,state,usa-facts
hi,confirmed_cumulative_num,2021-02-09,2021-02-11,2,26531.0,,,state,usa-facts
ia,confirmed_cumulative_num,2021-02-09,2021-02-11,2,325379.0,,,state,usa-facts
id,confirmed_cumulative_num,2021-02-09,2021-02-11,2,166109.0,,,state,usa-facts
il,confirmed_cumulative_num,2021-02-09,2021-02-11,2,1150136.0,,,state,usa-facts
in,confirmed_cumulative_num,2021-02-09,2021-02-11,2,645308.0,,,state,usa-facts
ks,confirmed_cumulative_num,2021-02-09,2021-02-11,2,285862.0,,,state,usa-facts
ky,confirmed_cumulative_num,2021-02-09,2021-02-11,2,381121.0,,,state,usa-facts
la,confirmed_cumulative_num,2021-02-09,2021-02-11,2,414364.0,,,state,usa-facts
ma,confirmed_cumulative_num,2021-02-09,2021-02-11,2,519125.0,,,state,usa-facts
md,confirmed_cumulative_num,2021-02-09,2021-02-11,2,365529.0,,,state,usa-facts
me,confirmed_cumulative_num,2021-02-09,2021-02-11,2,41636.0,,,state,usa-facts
mi,confirmed_cumulative_num,2021-02-09,2021-02-11,2,623736.0,,,state,usa-facts
mn,confirmed_cumulative_num,2021-02-09,2021-02-11,2,469261.0,,,state,usa-facts
mo,confirmed_cumulative_num,2021-02-09,2021-02-11,2,467318.0,,,state,usa-facts
ms,confirmed_cumulative_num,2021-02-09,2021-02-11,2,282969.0,,,state,usa-facts
mt,confirmed_cumulative_num,2021-02-09,2021-02-11,2,96289.0,,,state,usa-facts
nc,confirmed_cumulative_num,2021-02-09,2021-02-11,2,802069.0,,,state,usa-facts
nd,confirmed_cumulative_num,2021-02-09,2021-02-11,2,98226.0,,,state,usa-facts
ne,confirmed_cumulative_num,2021-02-09,2021-02-11,2,192758.0,,,state,usa-facts
nh,confirmed_cumulative_num,2021-02-09,2021-02-11,2,68918.0,,,state,usa-facts
nj,confirmed_cumulative_num,2021-02-09,2021-02-11,2,728257.0,,,state,usa-facts
nm,confirmed_cumulative_num,2021-02-09,2021-02-11,2,178281.0,,,state,usa-facts
nv,confirmed_cumulative_num,2021-02-09,2021-02-11,2,279561.0,,,state,usa-facts
ny,confirmed_cumulative_num,2021-02-09,2021-02-11,2,1487086.0,,,state,usa-facts
oh,confirmed_cumulative_num,2021-02-09,2021-02-11,2,925239.0,,,state,usa-facts
ok,confirmed_cumulative_num,2021-02-09,2021-02-11,2,406064.0,,,state,usa-facts
or,confirmed_cumulative_num,2021-02-09,2021-02-11,2,147934.0,,,state,usa-facts
pa,confirmed_cumulative_num,2021-02-09,2021-02-11,2,876913.0,,,state,usa-facts
ri,confirmed_cumulative_num,2021-02-09,2021-02-11,2,110931.0,,,state,usa-facts
sc,confirmed_cumulative_num,2021-02-09,2021-02-11,2,470311.0,,,state,usa-facts
sd,confirmed_cumulative_num,2021-02-09,2021-02-11,2,109405.0,,,state,usa-facts
tn,confirmed_cumulative_num,2021-02-09,2021-02-11,2,747619.0,,,state,usa-facts
tx,confirmed_cumulative_num,2021-02-09,2021-02-13,4,2505729.0,,,state,usa-facts
ut,confirmed_cumulative_num,2021-02-09,2021-02-11,2,356064.0,,,state,usa-facts
va,confirmed_cumulative_num,2021-02-09,2021-02-11,2,534157.0,,,state,usa-facts
vt,confirmed_cumulative_num,2021-02-09,2021-02-11,2,13106.0,,,state,usa-facts
wa,confirmed_cumulative_num,2021-02-09,2021-02-11,2,324033.0,,,state,usa-facts
wi,confirmed_cumulative_num,2021-02-09,2021-02-11,2,602257.0,,,state,usa-facts
wv,confirmed_cumulative_num,2021-02-09,2021-02-11,2,125521.0,,,state,usa-facts
wy,confirmed_cumulative_num,2021-02-09,2021-02-11,2,52843.0,,,state,usa-facts
ak,confirmed_cumulative_num,2021-02-10,2021-02-27,17,54003.0,,,state,usa-facts
al,confirmed_cumulative_num,2021-02-10,2021-02-11,1,476068.0,,,state,usa-facts
ar,confirmed_cumulative_num,2021-02-10,2021-02-11,1,309942.0,,,state,usa-facts
az,confirmed_cumulative_num,2021-02-10,2021-02-11,1,789252.0,,,state,usa-facts
ca,confirmed_cumulative_num,2021-02-10,2021-02-11,1,3363000.0,,,state,usa-facts
co,confirmed_cumulative_num,2021-02-10,2021-02-11,1,407974.0,,,state,usa-facts
ct,confirmed_cumulative_num,2021-02-10,2021-02-11,1,265496.0,,,state,usa-facts
dc,confirmed_cumulative_num,2021-02-10,2021-02-11,1,38348.0,,,state,usa-facts
de,confirmed_cumulative_num,2021-02-10,2021-02-11,1,81461.0,,,state,usa-facts
fl,confirmed_cumulative_num,2021-02-10,2021-02-11,1,1798282.0,,,state,usa-facts
ga,confirmed_cumulative_num,2021-02-10,2021-02-11,1,780498.0,,,state,usa-facts
hi,confirmed_cumulative_num,2021-02-10,2021-02-11,1,26584.0,,,state,usa-facts
ia,confirmed_cumulative_num,2021-02-10,2021-02-11,1,326414.0,,,state,usa-facts
id,confirmed_cumulative_num,2021-02-10,2021-02-11,1,166553.0,,,state,usa-facts
il,confirmed_cumulative_num,2021-02-10,2021-02-11,1,1152958.0,,,state,usa-facts
in,confirmed_cumulative_num,2021-02-10,2021-02-11,1,646746.0,,,state,usa-facts
ks,confirmed_cumulative_num,2021-02-10,2021-02-11,1,287731.0,,,state,usa-facts
ky,confirmed_cumulative_num,2021-02-10,2021-02-11,1,383034.0,,,state,usa-facts
la,confirmed_cumulative_num,2021-02-10,2021-02-11,1,414730.0,,,state,usa-facts
ma,confirmed_cumulative_num,2021-02-10,2021-02-11,1,521045.0,,,state,usa-facts
md,confirmed_cumulative_num,2021-02-10,2021-02-11,1,366666.0,,,state,usa-facts
me,confirmed_cumulative_num,2021-02-10,2021-02-11,1,41889.0,,,state,usa-facts
mi,confirmed_cumulative_num,2021-02-10,2021-02-11,1,624970.0,,,state,usa-facts
mn,confirmed_cumulative_num,2021-02-10,2021-02-11,1,469911.0,,,state,usa-facts
mo,confirmed_cumulative_num,2021-02-10,2021-02-11,1,468195.0,,,state,usa-facts
ms,confirmed_cumulative_num,2021-02-10,2021-02-11,1,283754.0,,,state,usa-facts
mt,confirmed_cumulative_num,2021-02-10,2021-02-11,1,96596.0,,,state,usa-facts
nc,confirmed_cumulative_num,2021-02-10,2021-02-11,1,805902.0,,,state,usa-facts
nd,confirmed_cumulative_num,2021-02-10,2021-02-11,1,98282.0,,,state,usa-facts
ne,confirmed_cumulative_num,2021-02-10,2021-02-11,1,193239.0,,,state,usa-facts
nh,confirmed_cumulative_num,2021-02-10,2021-02-11,1,69290.0,,,state,usa-facts
nj,confirmed_cumulative_num,2021-02-10,2021-02-11,1,732626.0,,,state,usa-facts
nm,confirmed_cumulative_num,2021-02-10,2021-02-11,1,178790.0,,,state,usa-facts
nv,confirmed_cumulative_num,2021-02-10,2021-02-11,1,280102.0,,,state,usa-facts
ny,confirmed_cumulative_num,2021-02-10,2021-02-11,1,1494187.0,,,state,usa-facts
oh,confirmed_cumulative_num,2021-02-10,2021-02-11,1,928631.0,,,state,usa-facts
ok,confirmed_cumulative_num,2021-02-10,2021-02-11,1,407726.0,,,state,usa-facts
or,confirmed_cumulative_num,2021-02-10,2021-02-11,1,148477.0,,,state,usa-facts
pa,confirmed_cumulative_num,2021-02-10,2021-02-11,1,880291.0,,,state,usa-facts
ri,confirmed_cumulative_num,2021-02-10,2021-02-11,1,113907.0,,,state,usa-facts
sc,confirmed_cumulative_num,2021-02-10,2021-02-11,1,473140.0,,,state,usa-facts
sd,confirmed_cumulative_num,2021-02-10,2021-02-13,3,109579.0,,,state,usa-facts
tn,confirmed_cumulative_num,2021-02-10,2021-02-11,1,751271.0,,,state,usa-facts
tx,confirmed_cumulative_num,2021-02-10,2021-02-13,3,2518101.0,,,state,usa-facts
ut,confirmed_cumulative_num,2021-02-10,2021-02-11,1,357401.0,,,state,usa-facts
va,confirmed_cumulative_num,2021-02-10,2021-02-11,1,537342.0,,,state,usa-facts
vt,confirmed_cumulative_num,2021-02-10,2021-02-11,1,13142.0,,,state,usa-facts
wa,confirmed_cumulative_num,2021-02-10,2021-02-11,1,324816.0,,,state,usa-facts
wi,confirmed_cumulative_num,2021-02-10,2021-02-11,1,603257.0,,,state,usa-facts
wv,confirmed_cumulative_num,2021-02-10,2021-02-11,1,125952.0,,,state,usa-facts
wy,confirmed_cumulative_num,2021-02-10,2021-02-11,1,52908.0,,,state,usa-facts
ak,confirmed_cumulative_num,2021-02-11,2021-02-27,16,54143.0,,,state,usa-facts
al,confirmed_cumulative_num,2021-02-11,2021-02-13,2,477624.0,,,state,usa-facts
ar,confirmed_cumulative_num,2021-02-11,2021-02-15,4,311072.0,,,state,usa-facts
az,confirmed_cumulative_num,2021-02-11,2021-02-13,2,791124.0,,,state,usa-facts
ca,confirmed_cumulative_num,2021-02-11,2021-02-13,2,3371563.0,,,state,usa-facts
co,confirmed_cumulative_num,2021-02-11,2021-02-13,2,409697.0,,,state,usa-facts
ct,confirmed_cumulative_num,2021-02-11,2021-02-13,2,266499.0,,,state,usa-facts
dc,confirmed_cumulative_num,2021-02-11,2021-02-13,2,38533.0,,,state,usa-facts
de,confirmed_cumulative_num,2021-02-11,2021-02-13,2,81875.0,,,state,usa-facts
fl,confirmed_cumulative_num,2021-02-11,2021-02-13,2,1806805.0,,,state,usa-facts
ga,confirmed_cumulative_num,2021-02-11,2021-02-13,2,783831.0,,,state,usa-facts
hi,confirmed_cumulative_num,2021-02-11,2021-02-13,2,26675.0,,,state,usa-facts
ia,confirmed_cumulative_num,2021-02-11,2021-02-13,2,327257.0,,,state,usa-facts
id,confirmed_cumulative_num,2021-02-11,2021-02-14,3,166874.0,,,state,usa-facts
il,confirmed_cumulative_num,2021-02-11,2021-02-13,2,1155802.0,,,state,usa-facts
in,confirmed_cumulative_num,2021-02-11,2021-02-13,2,648454.0,,,state,usa-facts
ks,confirmed_cumulative_num,2021-02-11,2021-02-13,2,287818.0,,,state,usa-facts
ky,confirmed_cumulative_num,2021-02-11,2021-02-13,2,384905.0,,,state,usa-facts
la,confirmed_cumulative_num,2021-02-11,2021-02-13,2,417426.0,,,state,usa-facts
ma,confirmed_cumulative_num,2021-02-11,2021-02-13,2,523258.0,,,state,usa-facts
md,confirmed_cumulative_num,2021-02-11,2021-02-13,2,367865.0,,,state,usa-facts
me,confirmed_cumulative_num,2021-02-11,2021-02-13,2,42064.0,,,state,usa-facts
mi,confirmed_cumulative_num,2021-02-11,2021-02-13,2,626478.0,,,state,usa-facts
mn,confirmed_cumulative_num,2021-02-11,2021-02-13,2,470806.0,,,state,usa-facts
mo,confirmed_cumulative_num,2021-02-11,2021-02-13,2,469226.0,,,state,usa-facts
ms,confirmed_cumulative_num,2021-02-11,2021-02-13,2,284664.0,,,state,usa-facts
mt,confirmed_cumulative_num,2021-02-11,2021-02-13,2,96843.0,,,state,usa-facts
nc,confirmed_cumulative_num,2021-02-11,2021-02-13,2,810466.0,,,state,usa-facts
nd,confirmed_cumulative_num,2021-02-11,2021-02-13,2,98387.0,,,state,usa-facts
ne,confirmed_cumulative_num,2021-02-11,2021-02-13,2,193604.0,,,state,usa-facts
nh,confirmed_cumulative_num,2021-02-11,2021-02-13,2,69673.0,,,state,usa-facts
nj,confirmed_cumulative_num,2021-02-11,2021-02-13,2,736281.0,,,state,usa-facts
nm,confirmed_cumulative_num,2021-02-11,2021-02-13,2,179324.0,,,state,usa-facts
nv,confirmed_cumulative_num,2021-02-11,2021-02-13,2,281338.0,,,state,usa-facts
ny,confirmed_cumulative_num,2021-02-11,2021-02-13,2,1504286.0,,,state,usa-facts
oh,confirmed_cumulative_num,2021-02-11,2021-02-13,2,931437.0,,,state,usa-facts
ok,confirmed_cumulative_num,2021-02-11,2021-02-13,2,409402.0,,,state,usa-facts
or,confirmed_cumulative_num,2021-02-11,2021-02-13,2,149084.0,,,state,usa-facts
pa,confirmed_cumulative_num,2021-02-11,2021-02-13,2,884269.0,,,state,usa-facts
ri,confirmed_cumulative_num,2021-02-11,2021-02-13,2,113907.0,,,state,usa-facts
sc,confirmed_cumulative_num,2021-02-11,2021-02-13,2,476287.0,,,state,usa-facts
sd,confirmed_cumulative_num,2021-02-11,2021-02-15,4,109858.0,,,state,usa-facts
tn,confirmed_cumulative_num,2021-02-11,2021-02-13,2,752644.0,,,state,usa-facts
tx,confirmed_cumulative_num,2021-02-11,2021-02-13,2,2530317.0,,,state,usa-facts
ut,confirmed_cumulative_num,2021-02-11,2021-02-13,2,358532.0,,,state,usa-facts
va,confirmed_cumulative_num,2021-02-11,2021-02-13,2,541040.0,,,state,usa-facts
vt,confirmed_cumulative_num,2021-02-11,2021-02-13,2,13273.0,,,state,usa-facts
wa,confirmed_cumulative_num,2021-02-11,2021-02-13,2,326161.0,,,state,usa-facts
wi,confirmed_cumulative_num,2021-02-11,2021-02-13,2,604683.0,,,state,usa-facts
wv,confirmed_cumulative_num,2021-02-11,2021-02-13,2,126422.0,,,state,usa-facts
wy,confirmed_cumulative_num,2021-02-11,2021-02-13,2,53010.0,,,state,usa-facts
ak,confirmed_cumulative_num,2021-02-12,2021-02-27,15,54288.0,,,state,usa-facts
al,confirmed_cumulative_num,2021-02-12,2021-02-14,2,478716.0,,,state,usa-facts
ar,confirmed_cumulative_num,2021-02-12,2021-02-15,3,311639.0,,,state,usa-facts
az,confirmed_cumulative_num,2021-02-12,2021-02-14,2,793533.0,,,state,usa-facts
ca,confirmed_cumulative_num,2021-02-12,2021-02-14,2,3381616.0,,,state,usa-facts
co,confirmed_cumulative_num,2021-02-12,2021-02-14,2,411784.0,,,state,usa-facts
ct,confirmed_cumulative_num,2021-02-12,2021-02-14,2,267337.0,,,state,usa-facts
dc,confirmed_cumulative_num,2021-02-12,2021-02-14,2,38670.0,,,state,usa-facts
de,confirmed_cumulative_num,2021-02-12,2021-02-14,2,82263.0,,,state,usa-facts
fl,confirmed_cumulative_num,2021-02-12,2021-02-14,2,1814423.0,,,state,usa-facts
ga,confirmed_cumulative_num,2021-02-12,2021-02-14,2,786281.0,,,state,usa-facts
hi,confirmed_cumulative_num,2021-02-12,2021-02-14,2,26743.0,,,state,usa-facts
ia,confirmed_cumulative_num,2021-02-12,2021-02-14,2,327994.0,,,state,usa-facts
id,confirmed_cumulative_num,2021-02-12,2021-02-14,2,167225.0,,,state,usa-facts
il,confirmed_cumulative_num,2021-02-12,2021-02-14,2,1155802.0,,,state,usa-facts
in,confirmed_cumulative_num,2021-02-12,2021-02-14,2,649880.0,,,state,usa-facts
ks,confirmed_cumulative_num,2021-02-12,2021-02-14,2,289067.0,,,state,usa-facts
ky,confirmed_cumulative_num,2021-02-12,2021-02-14,2,386340.0,,,state,usa-facts
la,confirmed_cumulative_num,2021-02-12,2021-02-14,2,418604.0,,,state,usa-facts
ma,confirmed_cumulative_num,2021-02-12,2021-02-14,2,525486.0,,,state,usa-facts
md,confirmed_cumulative_num,2021-02-12,2021-02-14,2,368977.0,,,state,usa-facts
me,confirmed_cumulative_num,2021-02-12,2021-02-14,2,42265.0,,,state,usa-facts
mi,confirmed_cumulative_num,2021-02-12,2021-02-14,2,628017.0,,,state,usa-facts
mn,confirmed_cumulative_num,2021-02-12,2021-02-14,2,471851.0,,,state,usa-facts
mo,confirmed_cumulative_num,2021-02-12,2021-02-14,2,470111.0,,,state,usa-facts
ms,confirmed_cumulative_num,2021-02-12,2021-02-14,2,285648.0,,,state,usa-facts
mt,confirmed_cumulative_num,2021-02-12,2021-02-14,2,97063.0,,,state,usa-facts
nc,confirmed_cumulative_num,2021-02-12,2021-02-14,2,814605.0,,,state,usa-facts
nd,confirmed_cumulative_num,2021-02-12,2021-02-14,2,98487.0,,,state,usa-facts
ne,confirmed_cumulative_num,2021-02-12,2021-02-14,2,194072.0,,,state,usa-facts
nh,confirmed_cumulative_num,2021-02-12,2021-02-14,2,70119.0,,,state,usa-facts
nj,confirmed_cumulative_num,2021-02-12,2021-02-14,2,740016.0,,,state,usa-facts
nm,confirmed_cumulative_num,2021-02-12,2021-02-14,2,179724.0,,,state,usa-facts
nv,confirmed_cumulative_num,2021-02-12,2021-02-14,2,281969.0,,,state,usa-facts
ny,confirmed_cumulative_num,2021-02-12,2021-02-14,2,1512690.0,,,state,usa-facts
oh,confirmed_cumulative_num,2021-02-12,2021-02-14,2,934742.0,,,state,usa-facts
ok,confirmed_cumulative_num,2021-02-12,2021-02-14,2,410819.0,,,state,usa-facts
or,confirmed_cumulative_num,2021-02-12,2021-02-14,2,149579.0,,,state,usa-facts
pa,confirmed_cumulative_num,2021-02-12,2021-02-14,2,888256.0,,,state,usa-facts
ri,confirmed_cumulative_num,2021-02-12,2021-02-14,2,113907.0,,,state,usa-facts
sc,confirmed_cumulative_num,2021-02-12,2021-02-14,2,480157.0,,,state,usa-facts
sd,confirmed_cumulative_num,2021-02-12,2021-02-16,4,110064.0,,,state,usa-facts
tn,confirmed_cumulative_num,2021-02-12,2021-02-14,2,754754.0,,,state,usa-facts
tx,confirmed_cumulative_num,2021-02-12,2021-02-14,2,2542687.0,,,state,usa-facts
ut,confirmed_cumulative_num,2021-02-12,2021-02-14,2,359661.0,,,state,usa-facts
va,confirmed_cumulative_num,2021-02-12,2021-02-14,2,544250.0,,,state,usa-facts
vt,confirmed_cumulative_num,2021-02-12,2021-02-14,2,13415.0,,,state,usa-facts
wa,confirmed_cumulative_num,2021-02-12,2021-02-14,2,327167.0,,,state,usa-facts
wi,confirmed_cumulative_num,2021-02-12,2021-02-14,2,605785.0,,,state,usa-facts
wv,confirmed_cumulative_num,2021-02-12,2021-02-14,2,126891.0,,,state,usa-facts
wy,confirmed_cumulative_num,2021-02-12,2021-02-14,2,53104.0,,,state,usa-facts
ak,confirmed_cumulative_num,2021-02-13,2021-02-27,14,54289.0,,,state,usa-facts
al,confirmed_cumulative_num,2021-02-13,2021-02-15,2,479885.0,,,state,usa-facts
ar,confirmed_cumulative_num,2021-02-13,2021-02-15,2,312594.0,,,state,usa-facts
az,confirmed_cumulative_num,2021-02-13,2021-02-15,2,795325.0,,,state,usa-facts
ca,confirmed_cumulative_num,2021-02-13,2021-02-15,2,3391037.0,,,state,usa-facts
co,confirmed_cumulative_num,2021-02-13,2021-02-15,2,412995.0,,,state,usa-facts
ct,confirmed_cumulative_num,2021-02-13,2021-02-15,2,267337.0,,,state,usa-facts
dc,confirmed_cumulative_num,2021-02-13,2021-02-15,2,38796.0,,,state,usa-facts
de,confirmed_cumulative_num,2021-02-13,2021-02-15,2,82672.0,,,state,usa-facts
fl,confirmed_cumulative_num,2021-02-13,2021-02-15,2,1821938.0,,,state,usa-facts
ga,confirmed_cumulative_num,2021-02-13,2021-02-15,2,789071.0,,,state,usa-facts
hi,confirmed_cumulative_num,2021-02-13,2021-02-15,2,26810.0,,,state,usa-facts
ia,confirmed_cumulative_num,2021-02-13,2021-02-15,2,328640.0,,,state,usa-facts
id,confirmed_cumulative_num,2021-02-13,2021-02-15,2,167484.0,,,state,usa-facts
il,confirmed_cumulative_num,2021-02-13,2021-02-15,2,1160486.0,,,state,usa-facts
in,confirmed_cumulative_num,2021-02-13,2021-02-15,2,651111.0,,,state,usa-facts
ks,confirmed_cumulative_num,2021-02-13,2021-02-15,2,289067.0,,,state,usa-facts
ky,confirmed_cumulative_num,2021-02-13,2021-02-15,2,387100.0,,,state,usa-facts
la,confirmed_cumulative_num,2021-02-13,2021-02-15,2,418604.0,,,state,usa-facts
ma,confirmed_cumulative_num,2021-02-13,2021-02-15,2,527435.0,,,state,usa-facts
md,confirmed_cumulative_num,2021-02-13,2021-02-15,2,370136.0,,,state,usa-facts
me,confirmed_cumulative_num,2021-02-13,2021-02-15,2,42425.0,,,state,usa-facts
mi,confirmed_cumulative_num,2021-02-13,2021-02-15,2,628970.0,,,state,usa-facts
mn,confirmed_cumulative_num,2021-02-13,2021-02-15,2,472795.0,,,state,usa-facts
mo,confirmed_cumulative_num,2021-02-13,2021-02-15,2,470757.0,,,state,usa-facts
ms,confirmed_cumulative_num,2021-02-13,2021-02-15,2,286343.0,,,state,usa-facts
mt,confirmed_cumulative_num,2021-02-13,2021-02-15,2,97297.0,,,state,usa-facts
nc,confirmed_cumulative_num,2021-02-13,2021-02-15,2,818724.0,,,state,usa-facts
nd,confirmed_cumulative_num,2021-02-13,2021-02-15,2,98487.0,,,state,usa-facts
ne,confirmed_cumulative_num,2021-02-13,2021-02-15,2,195305.0,,,state,usa-facts
nh,confirmed_cumulative_num,2021-02-13,2021-02-15,2,70535.0,,,state,usa-facts
nj,confirmed_cumulative_num,2021-02-13,2021-02-15,2,743774.0,,,state,usa-facts
nm,confirmed_cumulative_num,2021-02-13,2021-02-15,2,180289.0,,,state,usa-facts
nv,confirmed_cumulative_num,2021-02-13,2021-02-15,2,282779.0,,,state,usa-facts
ny,confirmed_cumulative_num,2021-02-13,2021-02-15,2,1521453.0,,,state,usa-facts
oh,confirmed_cumulative_num,2021-02-13,2021-02-15,2,937541.0,,,state,usa-facts
ok,confirmed_cumulative_num,2021-02-13,2021-02-15,2,412279.0,,,state,usa-facts
or,confirmed_cumulative_num,2021-02-13,2021-02-15,2,149579.0,,,state,usa-facts
pa,confirmed_cumulative_num,2021-02-13,2021-02-15,2,892344.0,,,state,usa-facts
ri,confirmed_cumulative_num,2021-02-13,2021-02-15,2,113907.0,,,state,usa-facts
sc,confirmed_cumulative_num,2021-02-13,2021-02-15,2,483140.0,,,state,usa-facts
sd,confirmed_cumulative_num,2021-02-13,2021-02-16,3,110202.0,,,state,usa-facts
tn,confirmed_cumulative_num,2021-02-13,2021-02-15,2,756402.0,,,state,usa-facts
tx,confirmed_cumulative_num,2021-02-13,2021-02-15,2,2554046.0,,,state,usa-facts
ut,confirmed_cumulative_num,2021-02-13,2021-02-15,2,360610.0,,,state,usa-facts
va,confirmed_cumulative_num,2021-02-13,2021-02-15,2,547457.0,,,state,usa-facts
vt,confirmed_cumulative_num,2021-02-13,2021-02-15,2,13562.0,,,state,usa-facts
wa,confirmed_cumulative_num,2021-02-13,2021-02-15,2,328047.0,,,state,usa-facts
wi,confirmed_cumulative_num,2021-02-13,2021-02-15,2,606652.0,,,state,usa-facts
wv,confirmed_cumulative_num,2021-02-13,2021-02-15,2,127285.0,,,state,usa-facts
wy,confirmed_cumulative_num,2021-02-13,2021-02-15,2,53104.0,,,state,usa-facts
ak,confirmed_cumulative_num,2021-02-14,2021-02-27,13,54290.0,,,state,usa-facts
al,confirmed_cumulative_num,2021-02-14,2021-02-16,2,480946.0,,,state,usa-facts
ar,confirmed_cumulative_num,2021-02-14,2021-02-16,2,313061.0,,,state,usa-facts
az,confirmed_cumulative_num,2021-02-14,2021-02-16,2,797270.0,,,state,usa-facts
ca,confirmed_cumulative_num,2021-02-14,2021-02-16,2,3399878.0,,,state,usa-facts
co,confirmed_cumulative_num,2021-02-14,2021-02-16,2,413851.0,,,state,usa-facts
ct,confirmed_cumulative_num,2021-02-14,2021-02-16,2,267337.0,,,state,usa-facts
dc,confirmed_cumulative_num,2021-02-14,2021-02-16,2,38918.0,,,state,usa-facts
de,confirmed_cumulative_num,2021-02-14,2021-02-16,2,83003.0,,,state,usa-facts
fl,confirmed_cumulative_num,2021-02-14,2021-02-16,2,1827373.0,,,state,usa-facts
ga,confirmed_cumulative_num,2021-02-14,2021-02-16,2,790784.0,,,state,usa-facts
hi,confirmed_cumulative_num,2021-02-14,2021-02-16,2,26856.0,,,state,usa-facts
ia,confirmed_cumulative_num,2021-02-14,2021-02-16,2,329099.0,,,state,usa-facts
id,confirmed_cumulative_num,2021-02-14,2021-02-16,2,167484.0,,,state,usa-facts
il,confirmed_cumulative_num,2021-02-14,2021-02-16,2,1162120.0,,,state,usa-facts
in,confirmed_cumulative_num,2021-02-14,2021-02-16,2,652329.0,,,state,usa-facts
ks,confirmed_cumulative_num,2021-02-14,2021-02-16,2,289067.0,,,state,usa-facts
ky,confirmed_cumulative_num,2021-02-14,2021-02-16,2,388808.0,,,state,usa-facts
la,confirmed_cumulative_num,2021-02-14,2021-02-16,2,419902.0,,,state,usa-facts
ma,confirmed_cumulative_num,2021-02-14,2021-02-16,2,529255.0,,,state,usa-facts
md,confirmed_cumulative_num,2021-02-14,2021-02-16,2,370983.0,,,state,usa-facts
me,confirmed_cumulative_num,2021-02-14,2021-02-16,2,42530.0,,,state,usa-facts
mi,confirmed_cumulative_num,2021-02-14,2021-02-16,2,628970.0,,,state,usa-facts
mn,confirmed_cumulative_num,2021-02-14,2021-02-16,2,473570.0,,,state,usa-facts
